id,lemma,swedish,english,partOfSpeech,frequencyRank,cefrLevel,packIds,tags,priority,exampleSv,exampleEn,phonetic,audioUrl,notes,normalizedKey,isPhrase,sources
sv_000001,dag,dag,day,noun,1,A1,a1_core,daily_life | common | high_priority,5,Dag används ofta i vardaglig svenska.,Day is often used in everyday Swedish.,,,seed dictionary enrichment,dag|noun,False,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00001""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00001""}]"
sv_000253,jag vill jämföra en bättre lösning,jag vill jämföra en bättre lösning,I want to compare a better solution,phrase,253,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill jämföra en bättre lösning används ofta i vardaglig svenska.,I want to compare a better solution is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilljämföraenbättrelösning|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00253""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00253""}]"
sv_000254,jag vill jämföra mer information,jag vill jämföra mer information,I want to compare more information,phrase,254,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill jämföra mer information används ofta i vardaglig svenska.,I want to compare more information is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilljämföramerinformation|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00254""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00254""}]"
sv_000255,jag vill jämföra rätt svar,jag vill jämföra rätt svar,I want to compare the right answer,phrase,255,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill jämföra rätt svar används ofta i vardaglig svenska.,I want to compare the right answer is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilljämförarättsvar|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00255""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00255""}]"
sv_000256,jag vill jämföra ett annat exempel,jag vill jämföra ett annat exempel,I want to compare another example,phrase,256,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill jämföra ett annat exempel används ofta i vardaglig svenska.,I want to compare another example is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilljämföraettannatexempel|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00256""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00256""}]"
sv_000257,jag vill jämföra ett nytt sätt,jag vill jämföra ett nytt sätt,I want to compare a new way,phrase,257,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill jämföra ett nytt sätt används ofta i vardaglig svenska.,I want to compare a new way is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilljämföraettnyttsätt|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00257""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00257""}]"
sv_000258,jag vill jämföra den viktigaste delen,jag vill jämföra den viktigaste delen,I want to compare the most important part,phrase,258,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill jämföra den viktigaste delen används ofta i vardaglig svenska.,I want to compare the most important part is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilljämföradenviktigastedelen|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00258""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00258""}]"
sv_000259,jag vill använda svenska ord,jag vill använda svenska ord,I want to use Swedish words,phrase,259,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill använda svenska ord används ofta i vardaglig svenska.,I want to use swedish words is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillanvändasvenskaord|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00259""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00259""}]"
sv_000260,jag vill använda det här uttrycket,jag vill använda det här uttrycket,I want to use this expression,phrase,260,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill använda det här uttrycket används ofta i vardaglig svenska.,I want to use this expression is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillanvändadethäruttrycket|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00260""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00260""}]"
sv_000261,jag vill använda nästa steg,jag vill använda nästa steg,I want to use the next step,phrase,261,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill använda nästa steg används ofta i vardaglig svenska.,I want to use the next step is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillanvändanästasteg|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00261""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00261""}]"
sv_000262,jag vill använda den här planen,jag vill använda den här planen,I want to use this plan,phrase,262,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill använda den här planen används ofta i vardaglig svenska.,I want to use this plan is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillanvändadenhärplanen|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00262""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00262""}]"
sv_000263,jag vill använda en bättre lösning,jag vill använda en bättre lösning,I want to use a better solution,phrase,263,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill använda en bättre lösning används ofta i vardaglig svenska.,I want to use a better solution is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillanvändaenbättrelösning|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00263""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00263""}]"
sv_000264,jag vill använda mer information,jag vill använda mer information,I want to use more information,phrase,264,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill använda mer information används ofta i vardaglig svenska.,I want to use more information is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillanvändamerinformation|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00264""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00264""}]"
sv_000265,jag vill använda rätt svar,jag vill använda rätt svar,I want to use the right answer,phrase,265,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill använda rätt svar används ofta i vardaglig svenska.,I want to use the right answer is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillanvändarättsvar|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00265""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00265""}]"
sv_000266,jag vill använda ett annat exempel,jag vill använda ett annat exempel,I want to use another example,phrase,266,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill använda ett annat exempel används ofta i vardaglig svenska.,I want to use another example is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillanvändaettannatexempel|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00266""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00266""}]"
sv_000267,jag vill använda ett nytt sätt,jag vill använda ett nytt sätt,I want to use a new way,phrase,267,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill använda ett nytt sätt används ofta i vardaglig svenska.,I want to use a new way is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillanvändaettnyttsätt|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00267""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00267""}]"
sv_000268,jag vill använda den viktigaste delen,jag vill använda den viktigaste delen,I want to use the most important part,phrase,268,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill använda den viktigaste delen används ofta i vardaglig svenska.,I want to use the most important part is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillanvändadenviktigastedelen|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00268""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00268""}]"
sv_000269,jag vill ändra svenska ord,jag vill ändra svenska ord,I want to change Swedish words,phrase,269,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill ändra svenska ord används ofta i vardaglig svenska.,I want to change swedish words is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilländrasvenskaord|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00269""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00269""}]"
sv_000270,jag vill ändra det här uttrycket,jag vill ändra det här uttrycket,I want to change this expression,phrase,270,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill ändra det här uttrycket används ofta i vardaglig svenska.,I want to change this expression is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilländradethäruttrycket|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00270""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00270""}]"
sv_000271,jag vill ändra nästa steg,jag vill ändra nästa steg,I want to change the next step,phrase,271,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill ändra nästa steg används ofta i vardaglig svenska.,I want to change the next step is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilländranästasteg|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00271""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00271""}]"
sv_000272,jag vill ändra den här planen,jag vill ändra den här planen,I want to change this plan,phrase,272,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill ändra den här planen används ofta i vardaglig svenska.,I want to change this plan is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilländradenhärplanen|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00272""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00272""}]"
sv_000273,jag vill ändra en bättre lösning,jag vill ändra en bättre lösning,I want to change a better solution,phrase,273,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill ändra en bättre lösning används ofta i vardaglig svenska.,I want to change a better solution is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilländraenbättrelösning|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00273""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00273""}]"
sv_000274,jag vill ändra mer information,jag vill ändra mer information,I want to change more information,phrase,274,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill ändra mer information används ofta i vardaglig svenska.,I want to change more information is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilländramerinformation|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00274""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00274""}]"
sv_000275,jag vill ändra rätt svar,jag vill ändra rätt svar,I want to change the right answer,phrase,275,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill ändra rätt svar används ofta i vardaglig svenska.,I want to change the right answer is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilländrarättsvar|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00275""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00275""}]"
sv_000276,jag vill ändra ett annat exempel,jag vill ändra ett annat exempel,I want to change another example,phrase,276,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill ändra ett annat exempel används ofta i vardaglig svenska.,I want to change another example is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilländraettannatexempel|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00276""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00276""}]"
sv_000277,jag vill ändra ett nytt sätt,jag vill ändra ett nytt sätt,I want to change a new way,phrase,277,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill ändra ett nytt sätt används ofta i vardaglig svenska.,I want to change a new way is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilländraettnyttsätt|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00277""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00277""}]"
sv_000278,jag vill ändra den viktigaste delen,jag vill ändra den viktigaste delen,I want to change the most important part,phrase,278,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill ändra den viktigaste delen används ofta i vardaglig svenska.,I want to change the most important part is often used in everyday Swedish.,,,seed dictionary enrichment,jagvilländradenviktigastedelen|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00278""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00278""}]"
sv_000279,jag vill försöka svenska ord,jag vill försöka svenska ord,I want to try Swedish words,phrase,279,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill försöka svenska ord används ofta i vardaglig svenska.,I want to try swedish words is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillförsökasvenskaord|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00279""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00279""}]"
sv_000280,jag vill försöka det här uttrycket,jag vill försöka det här uttrycket,I want to try this expression,phrase,280,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill försöka det här uttrycket används ofta i vardaglig svenska.,I want to try this expression is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillförsökadethäruttrycket|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00280""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00280""}]"
sv_000281,jag vill försöka nästa steg,jag vill försöka nästa steg,I want to try the next step,phrase,281,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill försöka nästa steg används ofta i vardaglig svenska.,I want to try the next step is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillförsökanästasteg|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00281""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00281""}]"
sv_000282,jag vill försöka den här planen,jag vill försöka den här planen,I want to try this plan,phrase,282,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill försöka den här planen används ofta i vardaglig svenska.,I want to try this plan is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillförsökadenhärplanen|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00282""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00282""}]"
sv_000283,jag vill försöka en bättre lösning,jag vill försöka en bättre lösning,I want to try a better solution,phrase,283,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill försöka en bättre lösning används ofta i vardaglig svenska.,I want to try a better solution is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillförsökaenbättrelösning|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00283""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00283""}]"
sv_000284,jag vill försöka mer information,jag vill försöka mer information,I want to try more information,phrase,284,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill försöka mer information används ofta i vardaglig svenska.,I want to try more information is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillförsökamerinformation|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00284""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00284""}]"
sv_000285,jag vill försöka rätt svar,jag vill försöka rätt svar,I want to try the right answer,phrase,285,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill försöka rätt svar används ofta i vardaglig svenska.,I want to try the right answer is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillförsökarättsvar|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00285""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00285""}]"
sv_000286,jag vill försöka ett annat exempel,jag vill försöka ett annat exempel,I want to try another example,phrase,286,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill försöka ett annat exempel används ofta i vardaglig svenska.,I want to try another example is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillförsökaettannatexempel|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00286""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00286""}]"
sv_000287,jag vill försöka ett nytt sätt,jag vill försöka ett nytt sätt,I want to try a new way,phrase,287,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill försöka ett nytt sätt används ofta i vardaglig svenska.,I want to try a new way is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillförsökaettnyttsätt|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00287""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00287""}]"
sv_000288,jag vill försöka den viktigaste delen,jag vill försöka den viktigaste delen,I want to try the most important part,phrase,288,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill försöka den viktigaste delen används ofta i vardaglig svenska.,I want to try the most important part is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillförsökadenviktigastedelen|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00288""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00288""}]"
sv_000289,jag vill hitta svenska ord,jag vill hitta svenska ord,I want to find Swedish words,phrase,289,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill hitta svenska ord används ofta i vardaglig svenska.,I want to find swedish words is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillhittasvenskaord|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00289""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00289""}]"
sv_000290,jag vill hitta det här uttrycket,jag vill hitta det här uttrycket,I want to find this expression,phrase,290,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill hitta det här uttrycket används ofta i vardaglig svenska.,I want to find this expression is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillhittadethäruttrycket|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00290""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00290""}]"
sv_000291,jag vill hitta nästa steg,jag vill hitta nästa steg,I want to find the next step,phrase,291,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill hitta nästa steg används ofta i vardaglig svenska.,I want to find the next step is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillhittanästasteg|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00291""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00291""}]"
sv_000292,jag vill hitta den här planen,jag vill hitta den här planen,I want to find this plan,phrase,292,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill hitta den här planen används ofta i vardaglig svenska.,I want to find this plan is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillhittadenhärplanen|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00292""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00292""}]"
sv_000293,jag vill hitta en bättre lösning,jag vill hitta en bättre lösning,I want to find a better solution,phrase,293,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill hitta en bättre lösning används ofta i vardaglig svenska.,I want to find a better solution is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillhittaenbättrelösning|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00293""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00293""}]"
sv_000294,jag vill hitta mer information,jag vill hitta mer information,I want to find more information,phrase,294,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill hitta mer information används ofta i vardaglig svenska.,I want to find more information is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillhittamerinformation|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00294""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00294""}]"
sv_000295,jag vill hitta rätt svar,jag vill hitta rätt svar,I want to find the right answer,phrase,295,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill hitta rätt svar används ofta i vardaglig svenska.,I want to find the right answer is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillhittarättsvar|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00295""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00295""}]"
sv_000296,jag vill hitta ett annat exempel,jag vill hitta ett annat exempel,I want to find another example,phrase,296,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill hitta ett annat exempel används ofta i vardaglig svenska.,I want to find another example is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillhittaettannatexempel|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00296""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00296""}]"
sv_000297,jag vill hitta ett nytt sätt,jag vill hitta ett nytt sätt,I want to find a new way,phrase,297,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill hitta ett nytt sätt används ofta i vardaglig svenska.,I want to find a new way is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillhittaettnyttsätt|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00297""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00297""}]"
sv_000298,jag vill hitta den viktigaste delen,jag vill hitta den viktigaste delen,I want to find the most important part,phrase,298,A1,a1_core,conversation | common | spoken | high_priority,5,Jag vill hitta den viktigaste delen används ofta i vardaglig svenska.,I want to find the most important part is often used in everyday Swedish.,,,seed dictionary enrichment,jagvillhittadenviktigastedelen|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00298""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00298""}]"
sv_000299,jag kan börja svenska ord,jag kan börja svenska ord,I can start Swedish words,phrase,299,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan börja svenska ord används ofta i vardaglig svenska.,I can start swedish words is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanbörjasvenskaord|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00299""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00299""}]"
sv_000300,jag kan börja det här uttrycket,jag kan börja det här uttrycket,I can start this expression,phrase,300,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan börja det här uttrycket används ofta i vardaglig svenska.,I can start this expression is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanbörjadethäruttrycket|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00300""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00300""}]"
sv_000301,jag kan börja nästa steg,jag kan börja nästa steg,I can start the next step,phrase,301,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan börja nästa steg används ofta i vardaglig svenska.,I can start the next step is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanbörjanästasteg|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00301""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00301""}]"
sv_000302,jag kan börja den här planen,jag kan börja den här planen,I can start this plan,phrase,302,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan börja den här planen används ofta i vardaglig svenska.,I can start this plan is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanbörjadenhärplanen|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00302""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00302""}]"
sv_000303,jag kan börja en bättre lösning,jag kan börja en bättre lösning,I can start a better solution,phrase,303,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan börja en bättre lösning används ofta i vardaglig svenska.,I can start a better solution is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanbörjaenbättrelösning|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00303""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00303""}]"
sv_000304,jag kan börja mer information,jag kan börja mer information,I can start more information,phrase,304,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan börja mer information används ofta i vardaglig svenska.,I can start more information is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanbörjamerinformation|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00304""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00304""}]"
sv_000305,jag kan börja rätt svar,jag kan börja rätt svar,I can start the right answer,phrase,305,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan börja rätt svar används ofta i vardaglig svenska.,I can start the right answer is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanbörjarättsvar|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00305""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00305""}]"
sv_000306,jag kan börja ett annat exempel,jag kan börja ett annat exempel,I can start another example,phrase,306,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan börja ett annat exempel används ofta i vardaglig svenska.,I can start another example is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanbörjaettannatexempel|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00306""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00306""}]"
sv_000307,jag kan börja ett nytt sätt,jag kan börja ett nytt sätt,I can start a new way,phrase,307,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan börja ett nytt sätt används ofta i vardaglig svenska.,I can start a new way is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanbörjaettnyttsätt|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00307""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00307""}]"
sv_000308,jag kan börja den viktigaste delen,jag kan börja den viktigaste delen,I can start the most important part,phrase,308,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan börja den viktigaste delen används ofta i vardaglig svenska.,I can start the most important part is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanbörjadenviktigastedelen|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00308""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00308""}]"
sv_000309,jag kan fortsätta svenska ord,jag kan fortsätta svenska ord,I can continue Swedish words,phrase,309,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan fortsätta svenska ord används ofta i vardaglig svenska.,I can continue swedish words is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanfortsättasvenskaord|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00309""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00309""}]"
sv_000310,jag kan fortsätta det här uttrycket,jag kan fortsätta det här uttrycket,I can continue this expression,phrase,310,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan fortsätta det här uttrycket används ofta i vardaglig svenska.,I can continue this expression is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanfortsättadethäruttrycket|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00310""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00310""}]"
sv_000311,jag kan fortsätta nästa steg,jag kan fortsätta nästa steg,I can continue the next step,phrase,311,A1,a1_core,conversation | common | spoken | high_priority,5,Jag kan fortsätta nästa steg används ofta i vardaglig svenska.,I can continue the next step is often used in everyday Swedish.,,,seed dictionary enrichment,jagkanfortsättanästasteg|phrase,True,"[{""name"": ""seed_backbone"", ""sourceId"": ""seed-00311""}, {""name"": ""seed_dictionary"", ""sourceId"": ""dict-seed-00311""}]"
